ID,birthdate,sex_at_birth,country,environment,SES
P09545,1994-03-21,Male,United States,Rural,low
P09546,2008-06-26,Male,France,Urban,medium
P09547,2005-08-21,Male,South Africa,Urban,low
P09548,1982-05-26,Female,Germany,Urban,medium
P09549,2008-01-11,Female,Australia,Rural,high
P09550,2008-08-06,Male,Japan,Rural,low
P09551,1994-03-30,Female,New Zealand,Rural,medium
P09552,1987-10-17,Male,India,Urban,high
P09553,2007-09-15,Male,Argentina,Urban,low
P09554,1997-07-15,Male,New Zealand,Urban,low
P09555,1996-09-17,Male,South Africa,Rural,low
P09556,2004-06-18,Female,Nigeria,Urban,high
P09557,2001-01-01,Male,Nigeria,Urban,medium
P09558,1982-05-13,Female,South Africa,Rural,medium
P09559,1987-09-06,Male,Canada,Urban,medium
P09560,2001-11-11,Female,Japan,Urban,high
P09561,1994-07-17,Female,Australia,Urban,medium
P09562,2006-08-06,Female,Brazil,Urban,low
P09563,2002-12-14,Female,France,Rural,high
P09564,1983-01-18,Male,Germany,Urban,medium
P09565,1988-05-20,Male,Egypt,Urban,medium
P09566,1988-12-04,Male,United States,Urban,medium
P09567,1996-03-07,Male,India,Rural,medium
P09568,1981-09-13,Male,Australia,Urban,high
P09569,1987-05-29,Male,South Africa,Urban,low
P09570,1983-05-02,Male,Mexico,Urban,low
P09571,1989-06-17,Female,New Zealand,Urban,medium
P09572,1985-09-09,Male,Argentina,Rural,low
P09573,2001-11-29,Female,New Zealand,Urban,medium
P09574,1993-10-12,Male,Argentina,Urban,medium
P09575,1997-05-18,Male,Fiji,Rural,low
P09576,1996-01-15,Male,Colombia,Rural,medium
P09577,1992-07-19,Male,United Kingdom,Urban,low
P09578,1995-11-13,Male,South Africa,Rural,medium
P09579,1981-02-19,Female,India,Rural,medium
P09580,2007-02-21,Female,Japan,Urban,medium
P09581,2007-11-05,Female,Japan,Urban,low
P09582,1993-12-02,Male,Canada,Rural,high
P09583,1987-04-08,Female,Fiji,Urban,medium
P09584,1982-12-01,Male,Brazil,Urban,medium
P09585,1998-09-20,Male,France,Urban,medium
P09586,2001-10-05,Female,Canada,Urban,medium
P09587,2001-04-14,Female,Colombia,Urban,medium
P09588,2006-11-16,Male,France,Urban,low
P09589,1981-07-04,Female,Nigeria,Rural,medium
P09590,2001-10-10,Female,South Africa,Urban,medium
P09591,2003-05-12,Female,New Zealand,Urban,medium
P09592,2008-06-02,Female,Argentina,Rural,medium
P09593,1989-08-05,Male,France,Rural,medium
P09594,1997-03-14,Male,Brazil,Urban,medium
P09595,1993-09-28,Male,Egypt,Rural,medium
P09596,1991-09-19,Male,United Kingdom,Urban,high
P09597,1998-01-19,Male,Japan,Urban,medium
P09598,1987-01-24,Female,Egypt,Urban,medium
P09599,2003-02-12,Male,Colombia,Urban,medium
P09600,2003-07-29,Male,New Zealand,Urban,medium
P09601,1985-12-01,Female,United States,Urban,medium
P09602,1981-09-10,Male,Brazil,Urban,high
P09603,1992-08-05,Female,New Zealand,Rural,high
P09604,1984-10-24,Female,New Zealand,Urban,medium
P09605,1986-02-17,Female,Japan,Urban,high
P09606,1991-09-29,Female,Germany,Rural,medium
P09607,1996-03-22,Male,Brazil,Urban,low
P09608,2005-02-18,Male,Mexico,Rural,high
P09609,2002-01-18,Female,Canada,Urban,medium
P09610,2008-07-09,Male,Canada,Urban,medium
P09611,1997-09-30,Male,Japan,Urban,low
P09612,2008-07-10,Male,Japan,Rural,medium
P09613,1993-11-22,Male,China,Urban,medium
P09614,1995-09-07,Female,India,Urban,medium
P09615,2005-01-08,Female,Egypt,Rural,high
P09616,1985-06-19,Female,Brazil,Urban,low
P09617,1990-06-09,Male,Brazil,Urban,low
P09618,1986-08-23,Female,Argentina,Urban,low
P09619,1987-10-16,Female,Egypt,Urban,low
P09620,1989-02-05,Female,Canada,Rural,low
P09621,1999-10-01,Male,Nigeria,Urban,high
P09622,1981-10-06,Male,Argentina,Rural,high
P09623,2008-01-03,Male,Brazil,Urban,low
P09624,1992-11-20,Male,France,Urban,medium
P09625,1985-08-15,Female,South Africa,Urban,high
P09626,1988-09-14,Female,New Zealand,Urban,high
P09627,2008-05-11,Male,Australia,Urban,medium
P09628,2003-11-16,Female,Fiji,Rural,low
P09629,2006-01-19,Male,India,Rural,high
P09630,2008-10-08,Female,Germany,Urban,low
P09631,2002-03-05,Female,Colombia,Urban,medium
P09632,1992-03-30,Male,United Kingdom,Urban,medium
P09633,2008-03-21,Male,Egypt,Urban,medium
P09634,1992-12-01,Male,Nigeria,Urban,low
P09635,1993-11-08,Male,Nigeria,Rural,high
P09636,1986-10-18,Male,Germany,Urban,low
P09637,2004-08-23,Male,France,Rural,medium
P09638,1996-08-08,Female,Nigeria,Urban,high
P09639,1988-01-14,Female,Mexico,Rural,high
P09640,1981-08-29,Female,Germany,Rural,high
P09641,1990-01-21,Female,India,Rural,low
P09642,1996-10-13,Female,Brazil,Urban,low
P09643,1996-02-19,Female,Mexico,Rural,medium
P09644,1994-07-11,Female,Mexico,Urban,low
P09645,1993-11-27,Male,United Kingdom,Rural,low
P09646,2005-07-15,Male,Brazil,Rural,medium
P09647,1989-01-03,Male,Australia,Urban,medium
P09648,1996-11-12,Male,China,Urban,low
P09649,1992-07-06,Female,India,Urban,low
P09650,1981-11-23,Female,Brazil,Urban,medium
P09651,2001-09-17,Male,Germany,Urban,high
P09652,1985-10-25,Male,Argentina,Rural,high
P09653,2000-07-10,Male,Argentina,Urban,low
P09654,2000-07-12,Male,India,Urban,low
P09655,2005-10-17,Female,Brazil,Urban,high
P09656,1994-07-05,Female,Egypt,Urban,medium
P09657,2004-10-15,Female,United Kingdom,Rural,medium
P09658,1986-06-09,Male,Brazil,Urban,high
P09659,1996-09-17,Male,United Kingdom,Urban,medium
P09660,1993-08-30,Male,United Kingdom,Urban,medium
P09661,1994-11-20,Female,United Kingdom,Urban,medium
P09662,1997-07-24,Female,Argentina,Urban,low
P09663,1986-06-25,Female,New Zealand,Rural,medium
P09664,1981-01-15,Female,Canada,Urban,medium
P09665,2001-08-22,Female,Argentina,Rural,medium
P09666,1999-05-11,Male,United Kingdom,Rural,high
P09667,2005-05-20,Male,South Africa,Urban,high
P09668,2002-03-08,Female,Brazil,Urban,medium
P09669,1991-07-27,Female,Japan,Urban,low
P09670,1992-10-09,Male,United States,Rural,medium
P09671,1998-08-15,Female,India,Urban,low
P09672,1986-03-22,Male,Germany,Urban,medium
P09673,2006-11-12,Male,Colombia,Rural,high
P09674,2004-05-12,Male,Australia,Rural,low
P09675,1984-12-25,Female,Germany,Urban,medium
P09676,1997-03-19,Male,China,Urban,low
P09677,2000-05-08,Male,Fiji,Urban,medium
P09678,1999-06-19,Male,Japan,Rural,low
P09679,2006-10-24,Male,Canada,Urban,medium
P09680,1988-08-28,Female,United Kingdom,Urban,medium
P09681,1991-02-03,Male,Canada,Urban,medium
P09682,1991-04-07,Male,China,Urban,medium
P09683,1999-01-26,Female,Japan,Rural,low
P09684,2003-07-11,Male,India,Urban,high
P09685,2001-07-04,Female,South Africa,Urban,low
P09686,1989-01-02,Male,Germany,Urban,high
P09687,1987-04-08,Female,France,Urban,low
P09688,1982-09-28,Male,Egypt,Urban,low
P09689,1982-10-22,Female,Nigeria,Urban,medium
P09690,1985-04-12,Female,France,Rural,medium
P09691,1984-10-17,Male,China,Urban,low
P09692,2002-05-26,Female,Japan,Urban,medium
P09693,2007-08-26,Female,Australia,Urban,medium
P09694,1982-09-22,Male,Germany,Rural,low
P09695,1996-02-17,Male,Australia,Urban,medium
P09696,1983-01-08,Female,United States,Urban,medium
P09697,2001-08-13,Male,Germany,Urban,low
P09698,1994-05-11,Female,Nigeria,Urban,medium
P09699,1983-05-28,Female,South Africa,Urban,low
P09700,2001-09-20,Male,Fiji,Rural,medium
P09701,1983-10-26,Female,Argentina,Rural,high
P09702,2005-05-23,Male,Japan,Urban,medium
P09703,1987-06-15,Male,Brazil,Rural,high
P09704,2003-09-18,Female,Egypt,Urban,low
P09705,2005-01-12,Female,Nigeria,Urban,medium
P09706,1986-04-15,Male,Fiji,Rural,medium
P09707,1994-09-05,Female,Argentina,Rural,medium
P09708,1998-07-31,Female,Argentina,Urban,medium
P09709,1995-12-12,Female,South Africa,Urban,medium
P09710,2003-01-16,Male,United States,Rural,low
P09711,1992-05-23,Female,China,Urban,medium
P09712,1994-04-08,Male,India,Urban,low
P09713,1984-05-06,Male,Brazil,Urban,high
P09714,1986-06-01,Female,United Kingdom,Rural,medium
P09715,2007-06-29,Male,United States,Urban,low
P09716,1998-04-22,Male,United States,Urban,medium
P09717,2008-11-07,Female,Argentina,Rural,medium
P09718,1992-06-22,Female,Argentina,Urban,medium
P09719,1988-02-15,Male,Germany,Urban,low
P09720,1996-12-09,Female,Nigeria,Urban,medium
P09721,1984-09-08,Female,Nigeria,Urban,high
P09722,1983-07-31,Male,France,Urban,low
P09723,2002-11-16,Male,India,Urban,medium
P09724,1983-06-29,Male,Egypt,Rural,medium
P09725,1982-04-25,Male,Egypt,Urban,medium
P09726,1985-07-23,Male,Mexico,Rural,medium
P09727,2004-03-22,Male,France,Urban,medium
P09728,2001-06-14,Female,Fiji,Urban,high
P09729,1999-03-24,Male,United Kingdom,Urban,high
P09730,1992-10-07,Male,Australia,Rural,medium
P09731,2002-10-16,Male,Nigeria,Urban,medium
P09732,2005-02-12,Male,Mexico,Urban,medium
P09733,1985-12-01,Male,China,Rural,high
P09734,2004-02-04,Female,France,Urban,high
P09735,1996-06-16,Female,Mexico,Rural,low
P09736,1987-07-20,Female,New Zealand,Urban,high
P09737,2005-05-31,Male,Brazil,Rural,low
P09738,1987-12-09,Male,Germany,Rural,low
P09739,2003-06-09,Male,Fiji,Rural,low
P09740,1993-04-03,Male,Egypt,Urban,medium
P09741,1995-10-06,Female,Brazil,Urban,high
P09742,1990-03-21,Male,Mexico,Urban,low
P09743,1986-02-20,Female,Argentina,Rural,high
P09744,2005-11-28,Male,Mexico,Rural,high
P09745,1984-02-02,Male,United States,Urban,low
P09746,1998-09-26,Male,Canada,Urban,low
P09747,2000-01-10,Female,United Kingdom,Rural,medium
P09748,2005-11-29,Male,South Africa,Rural,high
P09749,1988-08-27,Male,Japan,Urban,low
P09750,1997-06-23,Male,Nigeria,Urban,medium
P09751,1983-10-18,Female,South Africa,Urban,high
P09752,1990-11-10,Female,United States,Rural,medium
P09753,1997-02-26,Female,Mexico,Urban,medium
P09754,2002-02-08,Female,Germany,Rural,low
P09755,1986-11-04,Female,Mexico,Urban,medium
P09756,1993-06-16,Male,China,Urban,medium
P09757,1998-11-04,Female,Brazil,Urban,medium
P09758,1987-04-19,Male,United Kingdom,Urban,medium
P09759,1994-05-23,Male,South Africa,Urban,low
P09760,2000-10-19,Female,Colombia,Urban,medium
P09761,1987-03-02,Male,France,Urban,low
P09762,1995-02-09,Female,New Zealand,Urban,medium
P09763,1986-04-23,Male,Colombia,Urban,medium
P09764,1989-09-05,Female,United States,Urban,medium
P09765,1988-12-05,Female,Japan,Urban,low
P09766,1982-03-31,Male,Germany,Urban,high
P09767,1996-03-27,Male,Canada,Urban,high
P09768,1991-02-16,Male,South Africa,Rural,low
P09769,1986-04-18,Female,Japan,Urban,high
P09770,2002-11-24,Female,Mexico,Urban,medium
P09771,1998-10-13,Female,United Kingdom,Rural,medium
P09772,1985-05-27,Male,China,Urban,medium
P09773,1986-10-25,Male,China,Urban,medium
P09774,1997-03-24,Male,Japan,Urban,low
P09775,2007-04-13,Male,Japan,Urban,high
P09776,2008-07-23,Female,Canada,Urban,medium
P09777,1989-10-31,Male,China,Rural,high
P09778,2007-05-23,Female,Mexico,Rural,medium
P09779,2008-08-04,Female,New Zealand,Urban,high
P09780,2001-06-12,Female,Canada,Urban,high
P09781,1984-01-20,Female,Fiji,Rural,medium
P09782,1999-12-14,Male,Mexico,Urban,medium
P09783,2000-12-18,Male,France,Rural,medium
P09784,1984-07-01,Male,Brazil,Rural,high
P09785,1983-05-16,Female,Egypt,Urban,low
P09786,1989-01-17,Male,France,Urban,medium
P09787,1996-06-08,Male,Argentina,Rural,medium
P09788,2006-07-14,Male,Colombia,Rural,medium
P09789,1995-01-29,Male,Australia,Rural,high
P09790,1983-02-06,Male,Australia,Urban,high
P09791,1991-05-15,Male,Australia,Urban,medium
P09792,1998-04-28,Female,Japan,Rural,high
P09793,1987-11-19,Female,Australia,Urban,medium
P09794,1982-01-12,Female,India,Urban,low
P09795,1982-06-21,Male,Japan,Urban,low
P09796,1984-02-01,Female,Fiji,Rural,medium
P09797,2007-10-24,Female,South Africa,Rural,medium
P09798,1992-12-12,Female,United Kingdom,Urban,medium
P09799,1986-06-26,Female,Fiji,Urban,low
P09800,2000-08-31,Female,Australia,Rural,medium
P09801,1981-02-08,Female,Egypt,Urban,low
P09802,1998-10-21,Male,Egypt,Rural,high
P09803,1998-07-06,Female,United Kingdom,Urban,medium
P09804,1993-01-29,Female,United Kingdom,Urban,low
P09805,2008-06-22,Male,South Africa,Urban,medium
P09806,1992-09-18,Male,Canada,Rural,low
P09807,1984-03-31,Male,Canada,Rural,low
P09808,1981-10-18,Male,United States,Urban,medium
P09809,1983-10-08,Female,China,Rural,medium
P09810,2004-09-21,Female,India,Urban,medium
P09811,1998-01-02,Female,Brazil,Urban,medium
P09812,1989-01-04,Female,Nigeria,Urban,medium
P09813,1985-08-27,Female,Australia,Rural,medium
P09814,1981-04-05,Male,Australia,Urban,low
P09815,1995-02-22,Male,Japan,Urban,high
P09816,1998-07-23,Female,United Kingdom,Rural,medium
P09817,1988-12-08,Male,Brazil,Rural,high
P09818,1999-04-29,Female,United States,Rural,medium
P09819,2003-11-13,Male,India,Urban,medium
P09820,2008-10-15,Male,Brazil,Urban,medium
P09821,2005-03-05,Female,China,Urban,high
P09822,1990-01-10,Male,Australia,Urban,medium
P09823,1996-08-27,Male,Argentina,Urban,high
P09824,1988-05-21,Female,China,Urban,medium
P09825,2003-02-13,Male,India,Urban,medium
P09826,2008-12-09,Male,Fiji,Rural,medium
P09827,1994-08-24,Male,South Africa,Urban,low
P09828,1998-07-04,Male,Argentina,Rural,low
P09829,2005-05-20,Female,Japan,Rural,high
P09830,1999-02-16,Male,New Zealand,Urban,low
P09831,2005-11-03,Female,New Zealand,Urban,low
P09832,1990-11-18,Female,Fiji,Urban,low
P09833,2001-06-04,Male,Colombia,Rural,medium
P09834,1992-05-14,Male,Egypt,Urban,medium
P09835,1991-08-26,Male,Canada,Urban,medium
P09836,1996-12-16,Female,Egypt,Urban,medium
P09837,2004-07-31,Female,Fiji,Urban,low
P09838,1996-03-19,Male,Brazil,Urban,medium
P09839,1997-11-06,Male,Nigeria,Rural,medium
P09840,2002-09-22,Female,United States,Urban,medium
P09841,2004-10-16,Female,China,Urban,low
P09842,1991-07-04,Female,Mexico,Rural,medium
P09843,1990-04-17,Female,United Kingdom,Urban,medium
P09844,2006-08-15,Male,India,Rural,high
P09845,1985-11-04,Male,Japan,Urban,high
P09846,1998-10-20,Female,Fiji,Rural,high
P09847,2008-12-09,Female,Germany,Urban,low
P09848,2000-09-04,Female,Germany,Urban,low
P09849,1992-03-10,Female,India,Urban,medium
P09850,1993-07-15,Female,Egypt,Urban,low
P09851,2002-01-17,Female,China,Urban,medium
P09852,1999-12-07,Male,India,Urban,medium
P09853,1992-08-11,Female,Brazil,Rural,high
P09854,2007-05-17,Male,Egypt,Rural,medium
P09855,1995-04-09,Female,Argentina,Urban,medium
P09856,1985-10-10,Male,Germany,Urban,low
P09857,2004-11-28,Male,France,Urban,low
P09858,2005-12-19,Female,New Zealand,Rural,medium
P09859,1984-12-18,Male,Nigeria,Urban,high
P09860,1990-08-26,Female,France,Rural,medium
P09861,2007-07-19,Male,New Zealand,Rural,medium
P09862,1989-09-08,Male,Mexico,Urban,medium
P09863,1985-12-17,Male,New Zealand,Urban,high
P09864,2002-02-08,Male,New Zealand,Rural,medium
P09865,1991-05-11,Female,France,Rural,high
P09866,2005-04-04,Male,Brazil,Urban,medium
P09867,1990-12-10,Female,Colombia,Rural,low
P09868,1988-12-15,Female,Colombia,Rural,medium
P09869,1988-03-01,Female,Australia,Rural,high
P09870,1983-12-19,Male,Mexico,Rural,medium
P09871,1995-03-28,Male,Argentina,Urban,medium
P09872,2001-11-29,Female,Egypt,Urban,medium
P09873,1985-01-17,Female,Brazil,Urban,medium
P09874,2007-07-07,Female,Argentina,Urban,medium
P09875,2003-03-16,Male,United States,Urban,low
P09876,1999-10-13,Female,United States,Urban,low
P09877,1988-03-29,Male,India,Urban,low
P09878,2007-08-24,Male,Argentina,Rural,medium
P09879,1991-06-11,Female,Egypt,Urban,low
P09880,1990-05-24,Female,United States,Urban,low
P09881,1983-03-25,Female,Fiji,Urban,high
P09882,1989-10-12,Female,Argentina,Urban,high
P09883,1999-08-03,Female,Germany,Urban,medium
P09884,1982-01-30,Male,New Zealand,Rural,high
P09885,1994-08-07,Male,New Zealand,Urban,low
P09886,1988-06-14,Female,Mexico,Urban,low
P09887,1988-07-16,Male,United Kingdom,Urban,medium
P09888,2000-05-28,Male,Colombia,Urban,medium
P09889,1988-03-19,Male,Mexico,Urban,low
P09890,1996-01-06,Male,Japan,Rural,medium
P09891,1988-03-30,Female,Brazil,Rural,low
P09892,2004-08-24,Male,Mexico,Rural,medium
P09893,1990-11-25,Female,Japan,Urban,medium
P09894,2003-11-26,Male,Germany,Urban,low
P09895,2005-05-14,Female,Nigeria,Rural,low
P09896,1988-07-11,Male,Egypt,Rural,medium
P09897,2007-03-01,Female,United States,Rural,medium
P09898,1987-02-19,Female,Colombia,Rural,medium
P09899,2006-07-21,Female,South Africa,Rural,medium
P09900,1987-01-28,Male,New Zealand,Rural,medium
P09901,1993-09-01,Male,Canada,Rural,medium
P09902,2004-12-19,Female,France,Urban,medium
P09903,2000-07-02,Male,Mexico,Rural,low
P09904,1994-05-01,Male,South Africa,Urban,medium
P09905,2000-09-24,Male,France,Rural,low
P09906,1990-03-27,Female,New Zealand,Rural,low
P09907,1985-06-18,Female,South Africa,Rural,medium
P09908,1988-03-27,Male,Egypt,Urban,medium
P09909,1997-09-13,Female,Fiji,Urban,low
P09910,1996-10-29,Female,India,Urban,low
P09911,1981-03-09,Female,Fiji,Urban,low
P09912,1991-11-28,Male,Nigeria,Urban,medium
P09913,2000-07-17,Female,Argentina,Urban,low
P09914,1991-11-12,Male,Mexico,Urban,medium
P09915,1982-01-12,Male,United States,Urban,low
P09916,2007-01-30,Female,Fiji,Urban,low
P09917,1997-09-05,Female,Australia,Urban,low
P09918,1992-12-12,Male,France,Urban,high
P09919,2005-01-17,Male,Fiji,Urban,low
P09920,1981-07-07,Male,Australia,Urban,low
P09921,1991-04-22,Male,Germany,Urban,high
P09922,2003-02-24,Male,Nigeria,Rural,medium
P09923,1981-07-16,Female,Mexico,Rural,medium
P09924,1995-04-24,Female,Australia,Urban,medium
P09925,1995-10-09,Male,Fiji,Urban,low
P09926,1984-04-14,Male,Nigeria,Urban,low
P09927,1985-02-10,Female,Mexico,Urban,medium
P09928,2003-08-29,Male,United Kingdom,Rural,high
P09929,2001-12-15,Female,United Kingdom,Urban,low
P09930,1999-07-31,Male,South Africa,Urban,medium
P09931,2006-08-10,Male,India,Urban,low
P09932,1988-11-02,Male,Mexico,Urban,high
P09933,1991-03-24,Female,New Zealand,Rural,low
P09934,1999-06-13,Male,Japan,Urban,medium
P09935,1984-07-16,Female,Colombia,Urban,medium
P09936,1983-09-06,Female,Brazil,Urban,medium
P09937,1991-03-26,Female,Australia,Urban,medium
P09938,1992-04-25,Female,Germany,Rural,medium
P09939,1983-05-17,Male,India,Urban,high
P09940,1989-09-13,Male,United Kingdom,Rural,high
P09941,1990-04-01,Female,China,Urban,low
P09942,2005-09-02,Female,Fiji,Urban,low
P09943,2001-11-19,Male,New Zealand,Urban,medium
P09944,1997-11-28,Female,Mexico,Rural,medium
P09945,1997-07-15,Female,Nigeria,Urban,low
P09946,1989-02-28,Female,Colombia,Urban,low
P09947,2007-08-21,Male,Mexico,Rural,medium
P09948,1986-07-02,Female,Japan,Urban,high
P09949,1984-07-23,Male,South Africa,Rural,medium
P09950,1987-04-23,Male,United Kingdom,Rural,high
P09951,1992-01-29,Female,China,Urban,low
P09952,1981-06-27,Male,Japan,Urban,low
P09953,1981-06-16,Female,India,Urban,medium
P09954,2001-01-24,Male,Japan,Rural,medium
P09955,2003-08-02,Female,Brazil,Rural,medium
P09956,2002-09-01,Male,Japan,Urban,low
P09957,1988-07-02,Female,United States,Rural,medium
P09958,1995-02-07,Male,Argentina,Urban,medium
P09959,2006-11-22,Female,China,Rural,low
P09960,1997-12-22,Male,Egypt,Urban,medium
P09961,1997-02-17,Female,Egypt,Rural,low
P09962,2004-05-13,Male,Australia,Urban,low
P09963,1993-11-05,Female,Argentina,Rural,low
P09964,2005-10-11,Male,Japan,Urban,low
P09965,2001-11-30,Male,Argentina,Urban,medium
P09966,1983-01-06,Female,Germany,Urban,medium
P09967,2005-04-03,Male,India,Urban,medium
P09968,1989-05-08,Male,New Zealand,Urban,medium
P09969,1981-01-22,Female,Australia,Rural,low
P09970,1983-12-29,Female,Brazil,Urban,medium
P09971,2005-06-14,Male,United Kingdom,Urban,high
P09972,1995-08-08,Male,India,Rural,low
P09973,1988-11-09,Female,Japan,Urban,high
P09974,1997-09-02,Male,France,Urban,medium
P09975,1994-01-06,Female,Germany,Urban,medium
P09976,2008-05-23,Female,France,Rural,medium
P09977,2006-02-05,Female,Brazil,Urban,medium
P09978,1994-03-01,Female,India,Urban,medium
P09979,1996-10-21,Male,Germany,Urban,low
P09980,1997-04-10,Female,Mexico,Urban,medium
P09981,2004-10-05,Female,China,Urban,medium
P09982,1996-02-04,Female,Canada,Rural,high
P09983,2008-06-14,Female,Argentina,Urban,medium
P09984,2004-02-22,Female,China,Urban,medium
P09985,1992-05-01,Male,Brazil,Rural,medium
P09986,1993-10-14,Male,Argentina,Urban,medium
P09987,2008-03-17,Male,Nigeria,Urban,low
P09988,1990-09-15,Male,Brazil,Urban,high
P09989,1995-08-18,Female,Germany,Rural,high
P09990,2003-02-12,Male,United States,Rural,medium
P09991,2006-07-30,Female,Colombia,Urban,low
P09992,1994-01-30,Female,Germany,Urban,low
P09993,1988-02-27,Male,Nigeria,Rural,medium
P09994,1982-12-15,Female,India,Rural,high
P09995,1992-08-27,Female,Japan,Urban,low
P09996,1981-01-26,Female,Fiji,Rural,medium
